City,Date,Temperature,Temp_Min,Temp_Max,Pressure,Sea_Level,Humidity,Wind Speed,Country,Lon,Lat,Description
Podgorica,2023-12-16 06:00:00,276.31,276.31,276.31,1029,1029,58,5.69,ME,19.2636,42.4411,0
Londres,2023-12-15 03:00:00,276.69,276.69,276.69,1035,1035,88,1.52,GB,-0.1257,51.5085,0
Riyad,2023-12-15 12:00:00,292.94,292.94,292.94,1021,1021,27,4.99,SA,46.7219,24.6877,0
Khartoum,2023-12-15 06:00:00,294.81,294.81,294.81,1015,1015,41,6.65,SD,32.5324,15.5518,0
Ndjamena,2023-12-15 06:00:00,292.76,292.76,292.76,1014,1014,20,3.61,TD,15.0444,12.1067,0
Maseru,2023-12-16 09:00:00,297.0,297.0,297.0,1013,1013,45,3.76,LS,27.4833,-29.3167,0
San Salvador,2023-12-15 21:00:00,302.31,302.31,302.31,1007,1007,43,0.74,SV,-89.1872,13.6894,0
Téhéran,2023-12-16 00:00:00,280.98,280.98,280.98,1023,1023,39,0.53,IR,51.4215,35.6944,0
Achgabat,2023-12-16 12:00:00,284.39,284.39,284.39,1026,1026,47,2.64,TM,58.3833,37.95,0
Bruxelles,2023-12-16 15:00:00,278.78,278.78,278.78,1042,1042,84,2.78,BE,4.3488,50.8504,0
Tunis,2023-12-16 06:00:00,285.06,285.06,285.06,1027,1027,61,5.16,TN,9.0,34.0,0
Sanaa,2023-12-15 21:00:00,283.74,283.74,283.74,1022,1022,49,2.04,YE,44.2067,15.3547,0
Accra,2023-12-15 12:00:00,303.19,303.19,303.19,1010,1010,60,3.78,GH,-0.1969,5.556,0
Doha,2023-12-15 06:00:00,294.26,294.26,294.26,1021,1021,55,9.78,QA,51.5333,25.2867,0
Ouagadougou,2023-12-16 15:00:00,307.47,307.47,307.47,1008,1008,7,2.76,BF,-1.5383,12.3642,0
Buenos Aires,2023-12-16 03:00:00,297.52,297.52,297.52,1008,1008,76,6.03,AR,-58.3772,-34.6132,0
Londres,2023-12-16 12:00:00,280.77,280.77,280.77,1042,1042,80,2.29,GB,-0.1257,51.5085,0
Mascate,2023-12-16 09:00:00,298.31,298.31,298.31,1018,1018,46,4.85,OM,58.5922,23.6139,0
Islamabad,2023-12-15 09:00:00,293.57,293.57,293.57,1015,1015,17,2.46,PK,73.1338,33.7104,0
Ouagadougou,2023-12-16 03:00:00,294.0,294.0,294.0,1010,1010,15,4.0,BF,-1.5383,12.3642,0
Djibouti,2023-12-15 21:00:00,293.95,293.95,293.95,1016,1016,71,6.06,DJ,42.5,11.5,0
San Salvador,2023-12-15 12:00:00,290.64,290.64,290.64,1012,1012,91,1.82,SV,-89.1872,13.6894,0
Mogadiscio,2023-12-16 00:00:00,299.48,299.48,299.48,1010,1010,78,7.31,SO,45.3438,2.0371,0
Ndjamena,2023-12-15 12:00:00,305.13,305.13,305.13,1010,1010,11,4.04,TD,15.0444,12.1067,0
Madrid,2023-12-15 15:00:00,285.51,285.51,285.51,1032,1032,46,1.61,ES,-3.7026,40.4165,0
Abou Dabi,2023-12-16 18:00:00,296.72,296.72,296.72,1019,1019,57,4.97,AE,54.3667,24.4667,0
Niamey,2023-12-15 12:00:00,304.93,304.93,304.93,1012,1012,9,5.45,NE,2.1098,13.5137,0
Damas,2023-12-15 03:00:00,283.63,283.63,283.63,1024,1024,83,0.92,SY,36.2913,33.5102,0
Londres,2023-12-15 21:00:00,277.52,277.52,277.52,1042,1042,84,2.2,GB,-0.1257,51.5085,0
Mascate,2023-12-15 09:00:00,297.88,297.88,297.88,1016,1016,51,6.71,OM,58.5922,23.6139,0
Madrid,2023-12-15 03:00:00,276.75,276.75,276.75,1032,1032,65,1.79,ES,-3.7026,40.4165,0
Londres,2023-12-16 00:00:00,277.26,277.26,277.26,1042,1042,85,2.04,GB,-0.1257,51.5085,0
Riyad,2023-12-16 06:00:00,287.7,287.7,287.7,1025,1025,39,2.92,SA,46.7219,24.6877,0
San Salvador,2023-12-15 18:00:00,301.55,301.55,301.55,1011,1011,47,1.0,SV,-89.1872,13.6894,0
Bangui,2023-12-15 09:00:00,305.28,305.28,305.28,1011,1011,33,1.53,CF,18.555,4.3612,0
Budapest,2023-12-16 00:00:00,273.72,273.72,273.72,1035,1035,77,2.24,HU,19.0399,47.498,0
Naypyidaw,2023-12-16 00:00:00,291.36,291.36,291.36,1012,1012,93,1.51,MM,96.1345,19.754,0
Amman,2023-12-15 09:00:00,289.31,289.31,289.31,1022,1022,54,3.44,JO,35.945,31.9552,0
Bissau,2023-12-15 21:00:00,298.08,298.08,298.08,1011,1011,63,3.87,GW,-15.5977,11.8636,0
Madrid,2023-12-16 03:00:00,278.08,278.08,278.08,1037,1037,51,2.53,ES,-3.7026,40.4165,0
Riyad,2023-12-15 18:00:00,287.89,287.89,287.89,1024,1024,36,3.35,SA,46.7219,24.6877,0
Santiago,2023-12-16 00:00:00,294.8,294.8,294.8,1012,1012,24,2.44,CL,-70.6483,-33.4569,0
Le Caire,2023-12-15 09:00:00,295.14,295.14,295.14,1021,1021,47,1.58,EG,31.2497,30.0626,0
Mascate,2023-12-16 15:00:00,296.37,296.37,296.37,1019,1019,51,1.78,OM,58.5922,23.6139,0
Tunis,2023-12-16 15:00:00,289.51,289.51,289.51,1026,1026,32,7.63,TN,9.0,34.0,0
Ottawa,2023-12-16 18:00:00,272.67,272.67,272.67,1033,1033,57,3.03,CA,-75.6981,45.4112,0
Lisbonne,2023-12-16 15:00:00,289.15,289.15,289.15,1033,1033,44,4.45,PT,-9.1333,38.7167,0
Budapest,2023-12-16 00:00:00,273.72,273.72,273.72,1035,1035,77,2.24,HU,19.0399,47.498,0
Ndjamena,2023-12-16 03:00:00,293.54,293.54,293.54,1011,1011,15,3.92,TD,15.0444,12.1067,0
Rabat,2023-12-15 06:00:00,284.21,284.21,284.21,1025,1025,62,3.12,MA,-6.8401,33.9911,0
Jerusalem,2023-12-15 09:00:00,288.77,288.77,288.77,1022,1022,60,1.18,IL,35.2163,31.769,0
Lomé,2023-12-15 06:00:00,300.12,300.12,300.12,1010,1010,73,2.36,TG,1.2123,6.1375,0
Paris,2023-12-16 12:00:00,280.61,280.61,280.61,1044,1044,70,0.97,FR,2.3488,48.8534,0
Londres,2023-12-15 03:00:00,276.69,276.69,276.69,1035,1035,88,1.52,GB,-0.1257,51.5085,0
Bagdad,2023-12-15 15:00:00,290.7,290.7,290.7,1022,1022,38,3.71,IQ,44.4009,33.3406,0
Téhéran,2023-12-16 12:00:00,285.56,285.56,285.56,1023,1023,29,0.95,IR,51.4215,35.6944,0
Mascate,2023-12-16 03:00:00,295.1,295.1,295.1,1018,1018,58,2.12,OM,58.5922,23.6139,0
Riyad,2023-12-16 09:00:00,291.8,291.8,291.8,1023,1023,25,2.97,SA,46.7219,24.6877,0
Tunis,2023-12-16 06:00:00,285.06,285.06,285.06,1027,1027,61,5.16,TN,9.0,34.0,0
Riyad,2023-12-15 03:00:00,284.43,284.43,284.43,1024,1024,58,3.98,SA,46.7219,24.6877,0
Riyad,2023-12-16 00:00:00,285.26,285.26,285.26,1023,1023,45,2.56,SA,46.7219,24.6877,0
Accra,2023-12-15 06:00:00,299.98,299.98,299.98,1010,1010,73,1.74,GH,-0.1969,5.556,0
Maseru,2023-12-12 03:00:00,284.47,284.47,284.47,1013,1013,83,1.08,LS,27.4833,-29.3167,0
Koweït,2023-12-16 00:00:00,289.91,289.91,289.91,1021,1021,52,5.96,KW,47.9783,29.3697,0
Téhéran,2023-12-16 03:00:00,280.63,280.63,280.63,1024,1024,39,0.3,IR,51.4215,35.6944,0
Katmandou,2023-12-15 06:00:00,289.71,289.71,289.71,1017,1017,50,1.02,NP,85.3167,27.7167,0
Riyad,2023-12-15 06:00:00,288.2,288.2,288.2,1025,1025,48,3.34,SA,46.7219,24.6877,0
New Delhi,2023-12-16 09:00:00,297.44,297.44,297.44,1013,1013,13,1.81,IN,77.2311,28.6128,0
San Salvador,2023-12-15 12:00:00,290.64,290.64,290.64,1012,1012,91,1.82,SV,-89.1872,13.6894,0
Mascate,2023-12-16 18:00:00,295.65,295.65,295.65,1019,1019,53,1.07,OM,58.5922,23.6139,0
Astana,2023-12-15 12:00:00,256.3,256.3,256.3,1047,1047,70,4.04,KZ,71.446,51.1801,0
Damas,2023-12-15 09:00:00,287.48,287.48,287.48,1023,1023,61,0.95,SY,36.2913,33.5102,0
Oulan-Bator,2023-12-16 15:00:00,242.86,242.86,242.86,1046,1046,96,0.59,MN,106.8832,47.9077,0
Kingston,2023-12-16 03:00:00,295.61,295.61,295.61,1013,1013,87,1.16,JM,-76.7936,17.997,0
Riyad,2023-12-16 03:00:00,284.34,284.34,284.34,1024,1024,48,2.73,SA,46.7219,24.6877,0
Téhéran,2023-12-15 21:00:00,281.56,281.56,281.56,1023,1023,38,0.11,IR,51.4215,35.6944,0
Santiago,2023-12-15 18:00:00,303.25,303.25,303.25,1010,1010,15,4.28,CL,-70.6483,-33.4569,0
Mascate,2023-12-15 09:00:00,297.88,297.88,297.88,1016,1016,51,6.71,OM,58.5922,23.6139,0
Mascate,2023-12-16 12:00:00,297.56,297.56,297.56,1017,1017,47,5.25,OM,58.5922,23.6139,0
Pékin,2023-12-15 21:00:00,262.01,262.01,262.01,1035,1035,64,4.83,CN,116.3972,39.9075,0
Paris,2023-12-16 12:00:00,280.61,280.61,280.61,1044,1044,70,0.97,FR,2.3488,48.8534,0
Achgabat,2023-12-16 09:00:00,283.83,283.83,283.83,1026,1026,48,2.69,TM,58.3833,37.95,0
Monrovia,2023-12-16 06:00:00,299.11,299.11,299.11,1009,1009,81,0.66,LR,-10.7969,6.3005,0
Ndjamena,2023-12-16 03:00:00,293.54,293.54,293.54,1011,1011,15,3.92,TD,15.0444,12.1067,0
Téhéran,2023-12-15 21:00:00,281.56,281.56,281.56,1023,1023,38,0.11,IR,51.4215,35.6944,0
Madrid,2023-12-16 03:00:00,278.08,278.08,278.08,1037,1037,51,2.53,ES,-3.7026,40.4165,0
Thimphou,2023-12-16 00:00:00,275.33,275.33,275.33,1019,1019,79,1.48,BT,89.6419,27.4661,0
Paris,2023-12-16 12:00:00,280.61,280.61,280.61,1044,1044,70,0.97,FR,2.3488,48.8534,0
Mascate,2023-12-16 03:00:00,295.1,295.1,295.1,1018,1018,58,2.12,OM,58.5922,23.6139,0
Dhâkâ,2023-12-15 18:00:00,291.0,291.0,291.0,1014,1014,66,2.25,BD,90.4167,24.1667,0
Tunis,2023-12-15 12:00:00,289.86,289.86,289.86,1023,1023,40,3.94,TN,9.0,34.0,0
Budapest,2023-12-16 06:00:00,274.07,274.07,274.07,1036,1036,84,2.71,HU,19.0399,47.498,0
Porto-Novo,2023-12-15 09:00:00,303.83,303.83,303.83,1011,1011,57,0.43,BJ,2.6036,6.4965,0
Ljubljana,2023-12-16 15:00:00,274.76,274.76,274.76,1040,1040,90,0.44,SI,14.5051,46.0511,0
Accra,2023-12-15 12:00:00,303.19,303.19,303.19,1010,1010,60,3.78,GH,-0.1969,5.556,0
Managua,2023-12-16 18:00:00,303.28,303.28,303.28,1011,1011,55,2.87,NI,-86.2504,12.1328,0
Monrovia,2023-12-15 21:00:00,300.28,300.28,300.28,1011,1011,77,3.28,LR,-10.7969,6.3005,0
Manama,2023-12-16 09:00:00,294.54,294.54,294.54,1021,1021,58,7.06,BH,50.5832,26.2154,0
Riyad,2023-12-15 06:00:00,288.2,288.2,288.2,1025,1025,48,3.34,SA,46.7219,24.6877,0
Madrid,2023-12-15 15:00:00,285.51,285.51,285.51,1032,1032,46,1.61,ES,-3.7026,40.4165,0
Islamabad,2023-12-15 12:00:00,287.97,287.97,287.97,1015,1015,26,1.62,PK,73.1338,33.7104,0
Londres,2023-12-16 00:00:00,277.26,277.26,277.26,1042,1042,85,2.04,GB,-0.1257,51.5085,0
Téhéran,2023-12-16 12:00:00,285.56,285.56,285.56,1023,1023,29,0.95,IR,51.4215,35.6944,0
Mascate,2023-12-16 15:00:00,296.37,296.37,296.37,1019,1019,51,1.78,OM,58.5922,23.6139,0
Oulan-Bator,2023-12-16 15:00:00,242.86,242.86,242.86,1046,1046,96,0.59,MN,106.8832,47.9077,0
Astana,2023-12-16 09:00:00,261.37,261.37,261.37,1040,1040,61,2.81,KZ,71.446,51.1801,0
Rabat,2023-12-15 12:00:00,290.98,290.98,290.98,1025,1025,40,3.89,MA,-6.8401,33.9911,0
Bakou,2023-12-16 00:00:00,282.87,282.87,282.87,1023,1023,75,4.42,AZ,49.892,40.3777,0
Canberra,2023-12-15 12:00:00,289.8,289.8,289.8,1009,1009,51,1.55,AU,149.1281,-35.2835,0
Djibouti,2023-12-16 15:00:00,296.43,296.43,296.43,1014,1014,53,7.01,DJ,42.5,11.5,0
Londres,2023-12-16 15:00:00,280.99,280.99,280.99,1041,1041,88,2.48,GB,-0.1257,51.5085,0
Pékin,2023-12-16 12:00:00,262.94,262.94,262.94,1036,1036,65,4.01,CN,116.3972,39.9075,0
Lomé,2023-12-16 18:00:00,301.79,301.79,301.79,1008,1008,71,4.88,TG,1.2123,6.1375,0
Monaco,2023-12-15 18:00:00,285.69,285.69,285.69,1030,1030,54,1.13,MC,7.419,43.7314,0
Dhâkâ,2023-12-15 09:00:00,298.52,298.52,298.52,1012,1012,40,3.27,BD,90.4167,24.1667,0
San Salvador,2023-12-16 09:00:00,292.29,292.29,292.29,1011,1011,85,1.22,SV,-89.1872,13.6894,0
Naypyidaw,2023-12-15 21:00:00,292.14,292.14,292.14,1011,1011,93,1.47,MM,96.1345,19.754,0
Djibouti,2023-12-15 18:00:00,295.34,295.34,295.34,1016,1016,63,5.5,DJ,42.5,11.5,0
Mascate,2023-12-16 15:00:00,296.37,296.37,296.37,1019,1019,51,1.78,OM,58.5922,23.6139,0
Madrid,2023-12-15 09:00:00,279.56,279.56,279.56,1035,1035,69,1.24,ES,-3.7026,40.4165,0
Riyad,2023-12-16 15:00:00,290.84,290.84,290.84,1022,1022,23,3.23,SA,46.7219,24.6877,0
Monaco,2023-12-15 15:00:00,286.75,286.75,286.75,1027,1027,48,0.65,MC,7.419,43.7314,0
Khartoum,2023-12-10 12:00:00,304.78,304.78,304.78,1009,1009,14,1.95,SD,32.5324,15.5518,0
Riyad,2023-12-16 12:00:00,293.73,293.73,293.73,1020,1020,19,3.53,SA,46.7219,24.6877,0
Londres,2023-12-15 21:00:00,277.52,277.52,277.52,1042,1042,84,2.2,GB,-0.1257,51.5085,0
Paris,2023-12-16 12:00:00,280.61,280.61,280.61,1044,1044,70,0.97,FR,2.3488,48.8534,0
Ouagadougou,2023-12-15 06:00:00,292.35,292.35,292.35,1012,1012,18,4.06,BF,-1.5383,12.3642,0
Bruxelles,2023-12-16 18:00:00,277.17,277.17,277.17,1042,1042,88,3.23,BE,4.3488,50.8504,0
Santiago,2023-12-15 06:00:00,290.48,290.48,290.48,1010,1010,38,0.68,CL,-70.6483,-33.4569,0
Abou Dabi,2023-12-15 12:00:00,296.51,296.51,296.51,1017,1017,58,8.87,AE,54.3667,24.4667,0
Mascate,2023-12-15 18:00:00,296.17,296.17,296.17,1017,1017,55,3.13,OM,58.5922,23.6139,0
Dhâkâ,2023-12-16 00:00:00,288.97,288.97,288.97,1013,1013,77,2.1,BD,90.4167,24.1667,0
Sanaa,2023-12-16 12:00:00,291.84,291.84,291.84,1015,1015,23,2.55,YE,44.2067,15.3547,0
Pékin,2023-12-15 15:00:00,264.12,264.12,264.12,1035,1035,61,5.61,CN,116.3972,39.9075,0
Abou Dabi,2023-12-13 21:00:00,296.47,296.47,296.47,1013,1013,47,1.23,AE,54.3667,24.4667,0
Monrovia,2023-12-16 06:00:00,299.11,299.11,299.11,1009,1009,81,0.66,LR,-10.7969,6.3005,0
Abou Dabi,2023-12-16 09:00:00,296.88,296.88,296.88,1019,1019,51,4.41,AE,54.3667,24.4667,0
San Salvador,2023-12-16 12:00:00,291.69,291.69,291.69,1013,1013,89,1.38,SV,-89.1872,13.6894,0
Dhâkâ,2023-12-16 00:00:00,288.97,288.97,288.97,1013,1013,77,2.1,BD,90.4167,24.1667,0
Paris,2023-12-16 06:00:00,278.05,278.05,278.05,1044,1044,87,0.97,FR,2.3488,48.8534,0
Ouagadougou,2023-12-16 03:00:00,294.0,294.0,294.0,1010,1010,15,4.0,BF,-1.5383,12.3642,0
Accra,2023-12-15 03:00:00,300.02,300.02,300.02,1008,1008,76,2.81,GH,-0.1969,5.556,0
Abuja,2023-12-16 18:00:00,301.95,301.95,301.95,1008,1008,22,1.79,NG,7.4898,9.0574,0
Khartoum,2023-12-15 18:00:00,298.77,298.77,298.77,1012,1012,24,5.09,SD,32.5324,15.5518,0
Santiago,2023-12-15 06:00:00,290.48,290.48,290.48,1010,1010,38,0.68,CL,-70.6483,-33.4569,0
Naypyidaw,2023-12-16 03:00:00,297.63,297.63,297.63,1014,1014,70,1.65,MM,96.1345,19.754,0
Téhéran,2023-12-16 03:00:00,280.63,280.63,280.63,1024,1024,39,0.3,IR,51.4215,35.6944,0
Pékin,2023-12-15 21:00:00,262.01,262.01,262.01,1035,1035,64,4.83,CN,116.3972,39.9075,0
Santiago,2023-12-16 09:00:00,288.99,288.99,288.99,1011,1011,39,0.83,CL,-70.6483,-33.4569,0
Dhâkâ,2023-12-16 00:00:00,288.97,288.97,288.97,1013,1013,77,2.1,BD,90.4167,24.1667,0
Dhâkâ,2023-12-15 06:00:00,297.68,297.68,297.68,1015,1015,46,2.94,BD,90.4167,24.1667,0
Nassau,2023-12-15 21:00:00,282.99,282.99,282.99,1024,1024,56,4.34,US,-73.5829,40.7507,0
Accra,2023-12-15 21:00:00,301.07,301.07,301.07,1011,1011,71,3.25,GH,-0.1969,5.556,0
Abuja,2023-12-16 06:00:00,295.87,295.87,295.87,1011,1011,28,1.55,NG,7.4898,9.0574,0
Managua,2023-12-15 09:00:00,296.06,296.06,296.06,1009,1009,90,3.2,NI,-86.2504,12.1328,0
Londres,2023-12-16 00:00:00,277.26,277.26,277.26,1042,1042,85,2.04,GB,-0.1257,51.5085,0
Bakou,2023-12-15 21:00:00,282.19,282.19,282.19,1024,1024,75,2.32,AZ,49.892,40.3777,0
Kaboul,2023-12-15 03:00:00,274.77,274.77,274.77,1022,1022,33,1.0,AF,69.4167,34.5,0
Pékin,2023-12-16 09:00:00,264.12,264.12,264.12,1035,1035,55,5.89,CN,116.3972,39.9075,0
Paris,2023-12-16 06:00:00,278.05,278.05,278.05,1044,1044,87,0.97,FR,2.3488,48.8534,0
Bruxelles,2023-12-16 18:00:00,277.17,277.17,277.17,1042,1042,88,3.23,BE,4.3488,50.8504,0
Koweït,2023-12-15 12:00:00,293.92,293.92,293.92,1020,1020,38,6.86,KW,47.9783,29.3697,0
Ndjamena,2023-12-15 09:00:00,300.52,300.52,300.52,1014,1014,13,5.39,TD,15.0444,12.1067,0
Ouagadougou,2023-12-15 09:00:00,299.43,299.43,299.43,1014,1014,12,5.67,BF,-1.5383,12.3642,0
Accra,2023-12-15 09:00:00,301.87,301.87,301.87,1011,1011,64,2.06,GH,-0.1969,5.556,0
Bagdad,2023-12-15 09:00:00,292.26,292.26,292.26,1022,1022,37,4.23,IQ,44.4009,33.3406,0
Abou Dabi,2023-12-15 21:00:00,295.99,295.99,295.99,1018,1018,58,6.5,AE,54.3667,24.4667,0
Lomé,2023-12-15 21:00:00,301.46,301.46,301.46,1010,1010,69,3.76,TG,1.2123,6.1375,0
Port-au-Prince,2023-12-16 09:00:00,295.64,295.64,295.64,1013,1013,81,2.35,HT,-72.335,18.5392,0
Madrid,2023-12-15 09:00:00,279.56,279.56,279.56,1035,1035,69,1.24,ES,-3.7026,40.4165,0
New Delhi,2023-12-16 12:00:00,295.8,295.8,295.8,1013,1013,17,1.07,IN,77.2311,28.6128,0
Riyad,2023-12-15 15:00:00,290.34,290.34,290.34,1022,1022,32,3.78,SA,46.7219,24.6877,0
Lima,2023-12-15 03:00:00,292.95,292.95,292.95,1012,1012,83,2.73,PE,-77.0282,-12.0432,0
Santiago,2023-12-15 18:00:00,303.25,303.25,303.25,1010,1010,15,4.28,CL,-70.6483,-33.4569,0
Khartoum,2023-12-15 15:00:00,301.76,301.76,301.76,1010,1010,17,5.17,SD,32.5324,15.5518,0
Dhâkâ,2023-12-15 18:00:00,291.0,291.0,291.0,1014,1014,66,2.25,BD,90.4167,24.1667,0
Londres,2023-12-16 00:00:00,277.26,277.26,277.26,1042,1042,85,2.04,GB,-0.1257,51.5085,0
Téhéran,2023-12-16 09:00:00,284.66,284.66,284.66,1024,1024,32,1.4,IR,51.4215,35.6944,0
Téhéran,2023-12-15 15:00:00,282.96,282.96,282.96,1021,1021,42,0.42,IR,51.4215,35.6944,0
Pékin,2023-12-16 15:00:00,261.36,261.36,261.36,1037,1037,74,2.18,CN,116.3972,39.9075,0
Damas,2023-12-15 09:00:00,287.48,287.48,287.48,1023,1023,61,0.95,SY,36.2913,33.5102,0
Koweït,2023-12-16 00:00:00,289.91,289.91,289.91,1021,1021,52,5.96,KW,47.9783,29.3697,0
Thimphou,2023-12-15 12:00:00,277.53,277.53,277.53,1018,1018,92,0.95,BT,89.6419,27.4661,0
Katmandou,2023-12-15 15:00:00,281.73,281.73,281.73,1017,1017,82,0.41,NP,85.3167,27.7167,0
Accra,2023-12-15 12:00:00,303.19,303.19,303.19,1010,1010,60,3.78,GH,-0.1969,5.556,0
Riyad,2023-12-16 09:00:00,291.8,291.8,291.8,1023,1023,25,2.97,SA,46.7219,24.6877,0
Astana,2023-12-16 18:00:00,256.36,256.36,256.36,1043,1043,67,3.91,KZ,71.446,51.1801,0
Riyad,2023-12-15 21:00:00,286.41,286.41,286.41,1023,1023,41,2.75,SA,46.7219,24.6877,0
Managua,2023-12-16 12:00:00,295.91,295.91,295.91,1011,1011,92,2.52,NI,-86.2504,12.1328,0
Canberra,2023-12-15 12:00:00,289.8,289.8,289.8,1009,1009,51,1.55,AU,149.1281,-35.2835,0
Accra,2023-12-15 12:00:00,303.19,303.19,303.19,1010,1010,60,3.78,GH,-0.1969,5.556,0
Madrid,2023-12-16 09:00:00,278.28,278.28,278.28,1038,1038,45,2.02,ES,-3.7026,40.4165,0
Santiago,2023-12-16 09:00:00,288.99,288.99,288.99,1011,1011,39,0.83,CL,-70.6483,-33.4569,0
Madrid,2023-12-16 06:00:00,277.19,277.19,277.19,1037,1037,51,2.23,ES,-3.7026,40.4165,0
Brasilia,2023-12-15 15:00:00,305.51,305.51,305.51,1012,1012,21,4.16,BR,-47.9297,-15.7797,0
Madrid,2023-12-15 12:00:00,283.48,283.48,283.48,1034,1034,54,0.71,ES,-3.7026,40.4165,0
Doha,2023-12-15 15:00:00,293.54,293.54,293.54,1019,1019,58,7.2,QA,51.5333,25.2867,0
Niamey,2023-12-15 09:00:00,298.9,298.9,298.9,1015,1015,13,5.98,NE,2.1098,13.5137,0
Dhâkâ,2023-12-16 15:00:00,292.64,292.64,292.64,1014,1014,58,2.19,BD,90.4167,24.1667,0
Yamoussoukro,2023-12-15 06:00:00,295.4,295.4,295.4,1010,1010,93,1.12,CI,-5.2767,6.8206,0
Bagdad,2023-12-15 18:00:00,289.06,289.06,289.06,1023,1023,46,3.51,IQ,44.4009,33.3406,0
Londres,2023-12-16 03:00:00,277.23,277.23,277.23,1042,1042,89,2.04,GB,-0.1257,51.5085,0
Saint John's,2023-12-13 09:00:00,273.43,273.43,273.43,1028,1028,79,3.53,CA,-52.7093,47.5649,0
Ndjamena,2023-12-15 06:00:00,292.76,292.76,292.76,1014,1014,20,3.61,TD,15.0444,12.1067,0
Suva,2023-12-16 06:00:00,299.48,299.48,299.48,1009,1009,76,3.29,FJ,178.4415,-18.1416,0
Pékin,2023-12-16 12:00:00,262.94,262.94,262.94,1036,1036,65,4.01,CN,116.3972,39.9075,0
Budapest,2023-12-16 03:00:00,273.66,273.66,273.66,1036,1036,81,2.53,HU,19.0399,47.498,0
Bagdad,2023-12-15 18:00:00,289.06,289.06,289.06,1023,1023,46,3.51,IQ,44.4009,33.3406,0
Paris,2023-12-16 03:00:00,278.74,278.74,278.74,1043,1043,83,1.06,FR,2.3488,48.8534,0
Niamey,2023-12-16 00:00:00,295.51,295.51,295.51,1012,1012,13,4.14,NE,2.1098,13.5137,0
New Delhi,2023-12-16 09:00:00,297.44,297.44,297.44,1013,1013,13,1.81,IN,77.2311,28.6128,0
Khartoum,2023-12-16 03:00:00,294.5,294.5,294.5,1012,1012,36,4.5,SD,32.5324,15.5518,0
Londres,2023-12-16 09:00:00,277.63,277.63,277.63,1043,1043,91,2.26,GB,-0.1257,51.5085,0
Lisbonne,2023-12-16 09:00:00,282.15,282.15,282.15,1035,1035,70,4.11,PT,-9.1333,38.7167,0
Monrovia,2023-12-15 21:00:00,300.28,300.28,300.28,1011,1011,77,3.28,LR,-10.7969,6.3005,0
Bakou,2023-12-16 00:00:00,282.87,282.87,282.87,1023,1023,75,4.42,AZ,49.892,40.3777,0
Sanaa,2023-12-15 06:00:00,285.03,285.03,285.03,1023,1023,38,2.0,YE,44.2067,15.3547,0
Managua,2023-12-16 06:00:00,297.81,297.81,297.81,1011,1011,82,3.83,NI,-86.2504,12.1328,0
Astana,2023-12-15 09:00:00,259.74,259.74,259.74,1047,1047,64,3.57,KZ,71.446,51.1801,0
Mogadiscio,2023-12-16 00:00:00,299.48,299.48,299.48,1010,1010,78,7.31,SO,45.3438,2.0371,0
Naypyidaw,2023-12-16 12:00:00,295.35,295.35,295.35,1011,1011,73,1.46,MM,96.1345,19.754,0
Bangui,2023-12-15 09:00:00,305.28,305.28,305.28,1011,1011,33,1.53,CF,18.555,4.3612,0
Astana,2023-12-15 12:00:00,256.3,256.3,256.3,1047,1047,70,4.04,KZ,71.446,51.1801,0
Pékin,2023-12-15 18:00:00,262.83,262.83,262.83,1035,1035,62,5.59,CN,116.3972,39.9075,0
Accra,2023-12-15 21:00:00,301.07,301.07,301.07,1011,1011,71,3.25,GH,-0.1969,5.556,0
Katmandou,2023-12-10 03:00:00,286.6,286.6,286.6,1015,1015,61,1.29,NP,85.3167,27.7167,0
Monaco,2023-12-15 18:00:00,285.69,285.69,285.69,1030,1030,54,1.13,MC,7.419,43.7314,0
San José,2023-12-16 15:00:00,284.04,284.04,284.04,1020,1020,36,1.43,US,-121.895,37.3394,0
Pékin,2023-12-15 15:00:00,264.12,264.12,264.12,1035,1035,61,5.61,CN,116.3972,39.9075,0
Manama,2023-12-16 12:00:00,294.55,294.55,294.55,1020,1020,59,7.35,BH,50.5832,26.2154,0
Manama,2023-12-15 09:00:00,294.18,294.18,294.18,1020,1020,59,9.57,BH,50.5832,26.2154,0
Kaboul,2023-12-15 06:00:00,279.94,279.94,279.94,1021,1021,22,0.81,AF,69.4167,34.5,0
Santiago,2023-12-15 21:00:00,300.43,300.43,300.43,1010,1010,16,4.7,CL,-70.6483,-33.4569,0
Khartoum,2023-12-15 21:00:00,297.23,297.23,297.23,1012,1012,28,4.46,SD,32.5324,15.5518,0
Astana,2023-12-16 15:00:00,256.8,256.8,256.8,1042,1042,67,3.63,KZ,71.446,51.1801,0
Lisbonne,2023-12-16 18:00:00,286.0,286.0,286.0,1035,1035,57,3.85,PT,-9.1333,38.7167,0
Téhéran,2023-12-16 15:00:00,284.52,284.52,284.52,1024,1024,31,0.19,IR,51.4215,35.6944,0
Mascate,2023-12-16 09:00:00,298.31,298.31,298.31,1018,1018,46,4.85,OM,58.5922,23.6139,0
Kaboul,2023-12-15 06:00:00,279.94,279.94,279.94,1021,1021,22,0.81,AF,69.4167,34.5,0
Managua,2023-12-16 00:00:00,300.09,300.09,300.09,1009,1009,73,4.7,NI,-86.2504,12.1328,0
Katmandou,2023-12-16 03:00:00,285.48,285.48,285.48,1017,1017,66,0.92,NP,85.3167,27.7167,0
